image,noise_setting,filter,MSE,PSNR_dB,SSIM
textured,erlang_2_5,contraharmonic_k3_Q-1,4867.872838541667,11.257411360594672,0.17160823246822965
textured,erlang_2_5,median_k3,8380.157727864584,8.898281680494973,0.1198938681468683
textured,erlang_2_5,min_k3,966.4208333333333,18.27914077314174,0.2515991301474785
textured,erlang_2_5,max_k3,39544.92619791667,2.1598959150709316,0.0371562083887887
textured,erlang_2_5,midpoint_k3,12322.06669921875,7.223968055726482,0.12069829876122329
textured,erlang_2_5,alpha_trimmed_k3_d2,8992.947884114583,8.591782842683102,0.1344333248611147
textured,erlang_2_5,alpha_trimmed_k3_d6,8349.635065104167,8.914128665429889,0.12752503078447577
textured,erlang_2_5,adaptive_local_noise_reduction_k3,9670.452880859375,8.276335476894973,0.13782908257157248
textured,erlang_2_5,arithmetic_mean_k5,9398.009293619793,8.400444907102605,0.1630203602471276
textured,erlang_2_5,geometric_mean_k5,6526.21681640625,9.984188628833147,0.1871349845200104
textured,erlang_2_5,harmonic_mean_k5,4255.860589192708,11.840929676936927,0.20813289508206176
textured,erlang_2_5,contraharmonic_k5_Q1,16568.713509114583,5.937915722785654,0.11954734075808368
textured,erlang_2_5,contraharmonic_k5_Q-1,4255.860589192708,11.840929676936927,0.20813289508206176
textured,erlang_2_5,median_k5,7757.349007161459,9.23367029849835,0.14846435947306863
textured,erlang_2_5,min_k5,580.8450553385417,20.49020064253721,0.3689816079810486
textured,erlang_2_5,max_k5,48968.29744140625,1.231653563934208,0.04669998492380652
textured,erlang_2_5,midpoint_k5,13470.813151041666,6.836865486377631,0.139598466339861
textured,erlang_2_5,alpha_trimmed_k5_d2,9115.128951822917,8.533175438649586,0.1612772941512111
textured,erlang_2_5,alpha_trimmed_k5_d6,8558.188037109376,8.806985364692544,0.16079253842349306
textured,erlang_2_5,adaptive_local_noise_reduction_k5,9417.413961588541,8.391486997311787,0.16296218226776008
textured,erlang_2_5,adaptive_median_Smax7,9748.453411458333,8.241446403639468,0.09276350016977633
textured,erlang_2_10,arithmetic_mean_k3,2684.080817057292,13.842847726669254,0.26072465579252574
textured,erlang_2_10,geometric_mean_k3,1932.26255859375,15.270142222247895,0.2961715156189612
textured,erlang_2_10,harmonic_mean_k3,1413.1275227864583,16.62899005853391,0.3193639048551525
textured,erlang_2_10,contraharmonic_k3_Q1,4851.718040364583,11.271848071465676,0.18680146267031986
textured,erlang_2_10,contraharmonic_k3_Q-1,1413.1275227864583,16.62899005853391,0.3193639048551525
textured,erlang_2_10,median_k3,2194.603828125,14.717242284483348,0.2548522871405473
textured,erlang_2_10,min_k3,427.037578125,21.826142674488572,0.4298001120342269
textured,erlang_2_10,max_k3,14407.207379557292,6.545005533491429,0.08126482581470147
textured,erlang_2_10,midpoint_k3,4204.059124348958,11.894115457101027,0.17931393721326763
textured,erlang_2_10,alpha_trimmed_k3_d2,2375.7972102864583,14.37270992829867,0.27080965756089553
textured,erlang_2_10,alpha_trimmed_k3_d6,2173.502119140625,14.75920292908512,0.2674990728446984
textured,erlang_2_10,adaptive_local_noise_reduction_k3,2733.8934212239583,13.76298780949397,0.2513624536239824
textured,erlang_2_10,arithmetic_mean_k5,2680.332770182292,13.848916447188753,0.28776410692804477
textured,erlang_2_10,geometric_mean_k5,1874.4826139322918,15.401989442289242,0.32458855843875395
textured,erlang_2_10,harmonic_mean_k5,1306.8511686197917,16.968542303092534,0.3529706701621648
textured,erlang_2_10,contraharmonic_k5_Q1,5063.0818880208335,11.08665409339654,0.20737228802926114
textured,erlang_2_10,contraharmonic_k5_Q-1,1306.8511686197917,16.968542303092534,0.3529706701621648
textured,erlang_2_10,median_k5,2093.1615494791668,14.92277612538864,0.2936070104156358
textured,erlang_2_10,min_k5,517.5506119791667,20.991275344133832,0.5259914078375288
textured,erlang_2_10,max_k5,22024.082587890625,4.701825339229779,0.05961714120097919
textured,erlang_2_10,midpoint_k5,5697.037412109375,10.574312894155646,0.1504204560070844
textured,erlang_2_10,alpha_trimmed_k5_d2,2494.2721809895834,14.161365178793076,0.29560208300485774
textured,erlang_2_10,alpha_trimmed_k5_d6,2291.6591373697916,14.52930339967072,0.30331349416133274
textured,erlang_2_10,adaptive_local_noise_reduction_k5,2628.2598177083332,13.934120654978413,0.2948111504705538
textured,erlang_2_10,adaptive_median_Smax7,2679.657900390625,13.850010076808976,0.19248930971694883
textured,exponential_1,arithmetic_mean_k3,22843.730690104167,4.543133293406426,0.07379693411880375
textured,exponential_1,geometric_mean_k3,15897.128619791667,6.117616728489392,0.08331203940114215
textured,exponential_1,harmonic_mean_k3,10005.60263671875,8.12837109582872,0.09300228406062146
textured,exponential_1,contraharmonic_k3_Q1,35168.34505533854,2.669284290094569,0.05800325578984344
textured,exponential_1,contraharmonic_k3_Q-1,10005.60263671875,8.12837109582872,0.09300228406062146
textured,exponential_1,median_k3,30742.904365234375,3.253354667929517,0.03771177392241481
textured,exponential_1,min_k3,1727.893056640625,15.755635013987137,0.1595982305025638
textured,exponential_1,max_k3,51984.94068359375,0.9720280810281208,0.06490018514948981
textured,exponential_1,midpoint_k3,16402.7841015625,5.981627922515672,0.11579660981669294
textured,exponential_1,alpha_trimmed_k3_d2,25092.334713541666,4.135392887906484,0.06278178125436633
textured,exponential_1,alpha_trimmed_k3_d6,29183.20587890625,3.479473618971283,0.044359701531258296
textured,exponential_1,adaptive_local_noise_reduction_k3,22888.136774088543,4.534699208219083,0.0735902071045895
textured,exponential_1,arithmetic_mean_k5,22423.179241536458,4.623831723605621,0.0910479724696449
textured,exponential_1,geometric_mean_k5,14560.534091796875,6.49903055336905,0.10375857323236017
textured,exponential_1,harmonic_mean_k5,7366.634436848958,9.458112419833585,0.12290885238215574
textured,exponential_1,contraharmonic_k5_Q1,35621.38685221354,2.613695369664395,0.0745671452971556
textured,exponential_1,contraharmonic_k5_Q-1,7366.634436848958,9.458112419833585,0.12290885238215574
textured,exponential_1,median_k5,31155.9408984375,3.195394895387515,0.03927069714053081
textured,exponential_1,min_k5,560.2371549479167,20.64708452999841,0.3695524456881773
textured,exponential_1,max_k5,52145.7113671875,0.9586176442661709,0.06912182703336292
textured,exponential_1,midpoint_k5,13933.515403645833,6.690196588162161,0.15498760468277592
textured,exponential_1,alpha_trimmed_k5_d2,23295.552630208334,4.458073433833817,0.0860982480851609
textured,exponential_1,alpha_trimmed_k5_d6,25051.805791015624,4.142413246044544,0.07590243702679213
textured,exponential_1,adaptive_local_noise_reduction_k5,22443.92640950521,4.619815248250046,0.09027256864554481
textured,exponential_1,adaptive_median_Smax7,23033.3379296875,4.5072348154892925,0.04210470643350778
textured,exponential_3,arithmetic_mean_k3,6488.863040364583,10.009117532127206,0.14870548926908914
textured,exponential_3,geometric_mean_k3,3635.8010481770834,12.52480250356162,0.18685789587935933
textured,exponential_3,harmonic_mean_k3,2028.7032682291667,15.058618320183196,0.2274205759222327
textured,exponential_3,contraharmonic_k3_Q1,15111.974098307292,6.337591603276016,0.09396130567174585
textured,exponential_3,contraharmonic_k3_Q-1,2028.7032682291667,15.058618320183196,0.2274205759222327
textured,exponential_3,median_k3,4869.957679036458,11.255551737478955,0.13600472282882645
textured,exponential_3,min_k3,412.713291015625,21.974319057491577,0.41708344949374054
textured,exponential_3,max_k3,38593.75021484375,2.265633791745006,0.033352115994437596
textured,exponential_3,midpoint_k3,10361.519742838542,7.976569020297908,0.11952852342424528
textured,exponential_3,alpha_trimmed_k3_d2,5704.884680989583,10.568334908894988,0.14691333013835584
textured,exponential_3,alpha_trimmed_k3_d6,4873.63828125,11.252270679204441,0.14404704819439249
textured,exponential_3,adaptive_local_noise_reduction_k3,6591.812724609375,9.940755004409985,0.14796551969388375
textured,exponential_3,arithmetic_mean_k5,6258.479026692708,10.166115596979658,0.1771784508111106
textured,exponential_3,geometric_mean_k5,3268.0491341145835,12.987917834743545,0.22781082392855023
textured,exponential_3,harmonic_mean_k5,1620.9730924479168,16.033045550868728,0.2899635284586083
textured,exponential_3,contraharmonic_k5_Q1,15601.29173828125,6.1991980279661165,0.10893690597059598
textured,exponential_3,contraharmonic_k5_Q-1,1620.9730924479168,16.033045550868728,0.2899635284586083
textured,exponential_3,median_k5,4146.012897135417,11.954497121341802,0.1738634736272424
textured,exponential_3,min_k5,524.9515201822917,20.92961163156216,0.5963789758033513
textured,exponential_3,max_k5,49169.49744140625,1.2138459145388256,0.044857457339123996
textured,exponential_3,midpoint_k5,12210.223636067709,7.263567425396765,0.1441780953821827
textured,exponential_3,alpha_trimmed_k5_d2,5874.427919921875,10.441147815528058,0.1763451669544151
textured,exponential_3,alpha_trimmed_k5_d6,5160.91107421875,11.003539849037164,0.17938102415120427
textured,exponential_3,adaptive_local_noise_reduction_k5,6283.407021484375,10.148851678622503,0.1770475133042107
textured,exponential_3,adaptive_median_Smax7,6556.630110677083,9.963996770371452,0.10315488379031665
textured,uniform_-0.1_0.1,arithmetic_mean_k3,147.88211263020833,26.4316471463165,0.706320408084821
textured,uniform_-0.1_0.1,geometric_mean_k3,315.7380729166667,23.13753406911519,0.44392984663858487
textured,uniform_-0.1_0.1,harmonic_mean_k3,401.69591145833334,22.091829494502075,0.39639199082967363
textured,uniform_-0.1_0.1,contraharmonic_k3_Q1,382.85931966145836,22.300411375996827,0.5490167990088336
textured,uniform_-0.1_0.1,contraharmonic_k3_Q-1,401.69591145833334,22.091829494502075,0.39639199082967363
textured,uniform_-0.1_0.1,median_k3,160.87294270833334,26.065973548086543,0.6352467293771221
textured,uniform_-0.1_0.1,min_k3,731.30525390625,19.48981667336598,0.30909563989227257
textured,uniform_-0.1_0.1,max_k3,1157.0553287760417,17.497262340617098,0.43339497589139786
textured,uniform_-0.1_0.1,midpoint_k3,224.48828125,24.61886686002046,0.6519798034555448
textured,uniform_-0.1_0.1,alpha_trimmed_k3_d2,143.916767578125,26.549689648296688,0.7021947290775985
textured,uniform_-0.1_0.1,alpha_trimmed_k3_d6,148.37837239583334,26.41709757995359,0.6706081760772872
textured,uniform_-0.1_0.1,adaptive_local_noise_reduction_k3,84.95883463541666,28.838718142265506,0.6630834036551569
textured,uniform_-0.1_0.1,arithmetic_mean_k5,221.14535807291668,24.684025330767145,0.6922892312848966
textured,uniform_-0.1_0.1,geometric_mean_k5,473.21002278645835,21.380264262755965,0.36823395451121627
textured,uniform_-0.1_0.1,harmonic_mean_k5,636.7716438802083,20.090966453037304,0.3101812586914931
textured,uniform_-0.1_0.1,contraharmonic_k5_Q1,543.22916015625,20.780972863498004,0.5266055487232677
textured,uniform_-0.1_0.1,contraharmonic_k5_Q-1,636.7716438802083,20.090966453037304,0.3101812586914931
textured,uniform_-0.1_0.1,median_k5,226.83421223958334,24.57371803299968,0.6748014036170552
textured,uniform_-0.1_0.1,min_k5,1137.5883040364583,17.570952426004848,0.230016482396637
textured,uniform_-0.1_0.1,max_k5,2338.045231119792,14.442274522304018,0.36875408117052794
textured,uniform_-0.1_0.1,midpoint_k5,426.505546875,21.831556771544285,0.5691485219867691
textured,uniform_-0.1_0.1,alpha_trimmed_k5_d2,217.59533528645832,24.754307799569585,0.6992291248467593
textured,uniform_-0.1_0.1,alpha_trimmed_k5_d6,214.6115234375,24.814273234292273,0.7093908805043773
textured,uniform_-0.1_0.1,adaptive_local_noise_reduction_k5,85.78876302083333,28.796499550430205,0.6770491461036854
textured,uniform_-0.1_0.1,adaptive_median_Smax7,156.95179361979166,26.173140777561738,0.5390553812614217
textured,uniform_-0.3_0.3,arithmetic_mean_k3,395.0265169270833,22.164541113969477,0.37658592113831757
textured,uniform_-0.3_0.3,geometric_mean_k3,738.88484375,19.445036026096588,0.2548629869814954
textured,uniform_-0.3_0.3,harmonic_mean_k3,880.7408723958333,18.68232209824921,0.22045326528846282
textured,uniform_-0.3_0.3,contraharmonic_k3_Q1,2032.0369401041667,15.051487622080074,0.25091194413849477
textured,uniform_-0.3_0.3,contraharmonic_k3_Q-1,880.7408723958333,18.68232209824921,0.22045326528846282
textured,uniform_-0.3_0.3,median_k3,480.9063899739583,21.310198131307793,0.2913001710823978
textured,uniform_-0.3_0.3,min_k3,1344.5603190104166,16.8450007076395,0.18451724338102804
textured,uniform_-0.3_0.3,max_k3,4555.3024609375,11.545631425105608,0.19321198572455978
textured,uniform_-0.3_0.3,midpoint_k3,744.062587890625,19.4147089248293,0.3687851382830466
textured,uniform_-0.3_0.3,alpha_trimmed_k3_d2,370.13887369791667,22.447156617605877,0.35924246538244986
textured,uniform_-0.3_0.3,alpha_trimmed_k3_d6,410.94187825520834,21.992999592789722,0.3227516140950835
textured,uniform_-0.3_0.3,adaptive_local_noise_reduction_k3,514.7767350260417,21.01461449826949,0.31011466781479885
textured,uniform_-0.3_0.3,arithmetic_mean_k5,403.32845703125,22.074214959253922,0.44844596881652354
textured,uniform_-0.3_0.3,geometric_mean_k5,945.69498046875,18.373292769606373,0.20977066043466502
textured,uniform_-0.3_0.3,harmonic_mean_k5,1208.579638671875,17.30805087592025,0.1831584959779697
textured,uniform_-0.3_0.3,contraharmonic_k5_Q1,2240.2782486979168,14.62778398618861,0.2944080259768515
textured,uniform_-0.3_0.3,contraharmonic_k5_Q-1,1208.579638671875,17.30805087592025,0.1831584959779697
textured,uniform_-0.3_0.3,median_k5,362.4638671875,22.53815641169764,0.3998138306401432
textured,uniform_-0.3_0.3,min_k5,1811.19654296875,15.551147802969174,0.15448354665083958
textured,uniform_-0.3_0.3,max_k5,6765.003938802083,9.828123070740302,0.20455797038936868
textured,uniform_-0.3_0.3,midpoint_k5,1130.5494108072917,17.597908128755936,0.3720185885931758
textured,uniform_-0.3_0.3,alpha_trimmed_k5_d2,376.681806640625,22.3710571615281,0.4497677165768964
textured,uniform_-0.3_0.3,alpha_trimmed_k5_d6,340.9798274739583,22.803516741800692,0.45179401767130134
textured,uniform_-0.3_0.3,adaptive_local_noise_reduction_k5,481.830888671875,21.301857230516845,0.35151843607353983
textured,uniform_-0.3_0.3,adaptive_median_Smax7,853.58923828125,18.81831429831688,0.19677523772885683
textured,salt_pepper_d0.05,arithmetic_mean_k3,307.739619140625,23.248969489021917,0.46676611758678704
textured,salt_pepper_d0.05,geometric_mean_k3,722.75025390625,19.540921079550813,0.5752177975301814
textured,salt_pepper_d0.05,harmonic_mean_k3,901.3836881510416,18.581706662522002,0.5348333941320598
textured,salt_pepper_d0.05,contraharmonic_k3_Q1,6359.9286067708335,10.096281203546377,0.2159823804545425
textured,salt_pepper_d0.05,contraharmonic_k3_Q-1,901.3836881510416,18.581706662522002,0.5348333941320598
textured,salt_pepper_d0.05,median_k3,120.06335286458334,27.336698936600232,0.8771074269210956
textured,salt_pepper_d0.05,min_k3,1091.3480794270833,17.751170723651512,0.4663516054570891
textured,salt_pepper_d0.05,max_k3,11429.039163411459,7.550706399711842,0.14621336683757158
textured,salt_pepper_d0.05,midpoint_k3,2765.3211360677083,13.713347877864477,0.1863604576993457
textured,salt_pepper_d0.05,alpha_trimmed_k3_d2,152.30084309895832,26.30378053380772,0.7696674338146727
textured,salt_pepper_d0.05,alpha_trimmed_k3_d6,117.87736002604167,27.416499600130727,0.876963716127687
textured,salt_pepper_d0.05,adaptive_local_noise_reduction_k3,811.216044921875,19.039438289475342,0.3964521551793005
textured,salt_pepper_d0.05,arithmetic_mean_k5,293.62369466145833,23.452892617849667,0.5293657392079424
textured,salt_pepper_d0.05,geometric_mean_k5,891.04203125,18.631821702884896,0.5036132257474477
textured,salt_pepper_d0.05,harmonic_mean_k5,1797.4798958333333,15.584163192135318,0.3282190097284894
textured,salt_pepper_d0.05,contraharmonic_k5_Q1,9343.500166015625,8.42570763221529,0.14793459075291546
textured,salt_pepper_d0.05,contraharmonic_k5_Q-1,1797.4798958333333,15.584163192135318,0.3282190097284894
textured,salt_pepper_d0.05,median_k5,210.51759440104166,24.897919622070823,0.8045159248204364
textured,salt_pepper_d0.05,min_k5,2010.39369140625,15.097992480926589,0.27774359800804743
textured,salt_pepper_d0.05,max_k5,25711.531692708333,4.029524115732831,0.055705496256869234
textured,salt_pepper_d0.05,midpoint_k5,5876.480498046875,10.439630616464424,0.0761462979213428
textured,salt_pepper_d0.05,alpha_trimmed_k5_d2,233.17961263020834,24.45389784374659,0.6831183021592535
textured,salt_pepper_d0.05,alpha_trimmed_k5_d6,206.62048502604168,24.979069841841085,0.7913592286774453
textured,salt_pepper_d0.05,adaptive_local_noise_reduction_k5,414.6129329427083,21.954375160332432,0.4881418236175847
textured,salt_pepper_d0.05,adaptive_median_Smax7,50.70976236979167,31.079887854557107,0.9480870510408786
textured,salt_pepper_d0.15,arithmetic_mean_k3,802.9478678385417,19.08393011660238,0.24601343603307602
textured,salt_pepper_d0.15,geometric_mean_k3,1493.5538248697917,16.388594824897158,0.40980334419869846
textured,salt_pepper_d0.15,harmonic_mean_k3,1773.576484375,15.642304389785963,0.36857653363952864
textured,salt_pepper_d0.15,contraharmonic_k3_Q1,16160.81169596354,6.046171909253172,0.08026581795070618
textured,salt_pepper_d0.15,contraharmonic_k3_Q-1,1773.576484375,15.642304389785963,0.36857653363952864
textured,salt_pepper_d0.15,median_k3,155.329052734375,26.21827667134413,0.858005876721934
textured,salt_pepper_d0.15,min_k3,1892.7534798177082,15.359863075626823,0.32437139636477397
textured,salt_pepper_d0.15,max_k3,26443.867779947916,3.90755383857677,0.0364034644033814
textured,salt_pepper_d0.15,midpoint_k3,6165.510237630208,10.231113376461629,0.05490363858527005
textured,salt_pepper_d0.15,alpha_trimmed_k3_d2,395.308037109375,22.16144716682367,0.43507376055310987
textured,salt_pepper_d0.15,alpha_trimmed_k3_d6,160.45101236979167,26.077378992355328,0.8237174009968357
textured,salt_pepper_d0.15,adaptive_local_noise_reduction_k3,1302.7743098958333,16.98211174976061,0.2192297226839496
textured,salt_pepper_d0.15,arithmetic_mean_k5,610.5927994791666,20.27328682367605,0.31982330087078575
textured,salt_pepper_d0.15,geometric_mean_k5,1782.289296875,15.621021618185136,0.36157422339526907
textured,salt_pepper_d0.15,harmonic_mean_k5,2840.957119140625,13.59615682252736,0.18768914189489028
textured,salt_pepper_d0.15,contraharmonic_k5_Q1,21221.53677408854,4.863035303911651,0.07077020184535936
textured,salt_pepper_d0.15,contraharmonic_k5_Q-1,2840.957119140625,13.59615682252736,0.18768914189489028
textured,salt_pepper_d0.15,median_k5,218.330341796875,24.739662662065243,0.8002389295243464
textured,salt_pepper_d0.15,min_k5,2905.6554427083333,13.498362471902697,0.16839182908795472
textured,salt_pepper_d0.15,max_k5,44738.39325846354,1.6239997814604354,0.02544510957144192
textured,salt_pepper_d0.15,midpoint_k5,9876.697194010416,8.184686217683605,0.04385453972654716
textured,salt_pepper_d0.15,alpha_trimmed_k5_d2,435.616865234375,21.739756754213705,0.38815222155546786
textured,salt_pepper_d0.15,alpha_trimmed_k5_d6,257.205185546875,24.028006406604717,0.6459774285238339
textured,salt_pepper_d0.15,adaptive_local_noise_reduction_k5,809.8335904947917,19.046845742789557,0.29829096249486564
textured,salt_pepper_d0.15,adaptive_median_Smax7,63.231513671875,30.12146782542367,0.9426602292421135
